ABS,24hQC,24hQCOA,24hQCCALB,24hOACALB,24hS1,24hS2
2694.865256,-0.019447,0.002446,-0.018357,-0.017157,-0.015296,-0.018072
2696.728925,-0.019752,0.001891,-0.018348,-0.017681,-0.015729,-0.018785
2698.592594,-0.02006,0.001506,-0.018325,-0.018002,-0.01619,-0.019305
2700.456263,-0.019621,0.001684,-0.017962,-0.017979,-0.016455,-0.019179
2702.319932,-0.019161,0.001662,-0.017428,-0.017769,-0.016185,-0.018866
2704.183601,-0.019128,0.001592,-0.017261,-0.017925,-0.01618,-0.01902
2706.04727,-0.019413,0.001526,-0.017109,-0.018026,-0.016345,-0.019005
2707.910939,-0.019036,0.001841,-0.016745,-0.017724,-0.016192,-0.018713
2709.774608,-0.018541,0.002321,-0.016167,-0.017117,-0.015717,-0.018251
2711.638277,-0.018643,0.002232,-0.016209,-0.017319,-0.015963,-0.01848
2713.501945,-0.018788,0.002132,-0.015985,-0.017452,-0.015889,-0.018382
2715.365614,-0.019006,0.002006,-0.01588,-0.017545,-0.015866,-0.018629
2717.229283,-0.019101,0.001929,-0.015568,-0.017265,-0.015608,-0.018738
2719.092952,-0.018881,0.00202,-0.015207,-0.017404,-0.015683,-0.018487
2720.956621,-0.018612,0.002299,-0.014701,-0.017235,-0.015391,-0.017938
2722.82029,-0.018429,0.002542,-0.014488,-0.016941,-0.015068,-0.01786
2724.683959,-0.018692,0.002419,-0.014404,-0.016809,-0.014956,-0.017819
2726.547628,-0.018959,0.002258,-0.014655,-0.017077,-0.015454,-0.018352
2728.411297,-0.019117,0.002137,-0.014433,-0.016938,-0.015355,-0.018299
2730.274966,-0.019261,0.001959,-0.014042,-0.017007,-0.015322,-0.018333
2732.138635,-0.01937,0.001845,-0.013723,-0.017061,-0.015192,-0.018176
2734.002304,-0.019284,0.002062,-0.013696,-0.016997,-0.015248,-0.018072
2735.865973,-0.019581,0.002046,-0.013695,-0.016958,-0.015372,-0.018122
2737.729641,-0.019859,0.001851,-0.013716,-0.017273,-0.015658,-0.01856
2739.59331,-0.019765,0.00184,-0.013375,-0.017216,-0.015522,-0.018406
2741.456979,-0.019396,0.002147,-0.012938,-0.016898,-0.01543,-0.018151
2743.320648,-0.019639,0.001948,-0.013059,-0.017139,-0.015476,-0.018185
2745.184317,-0.019711,0.001699,-0.013426,-0.017706,-0.015634,-0.018384
2747.047986,-0.019365,0.002202,-0.012943,-0.017082,-0.015121,-0.017874
2748.911655,-0.019184,0.002648,-0.012847,-0.016645,-0.015027,-0.017947
2750.775324,-0.019103,0.00268,-0.01291,-0.016656,-0.015055,-0.017774
2752.638993,-0.019336,0.002308,-0.013349,-0.016954,-0.01541,-0.018045
2754.502662,-0.019119,0.002527,-0.012831,-0.016514,-0.014742,-0.017743
2756.366331,-0.018846,0.003134,-0.012241,-0.016303,-0.014244,-0.017385
2758.23,-0.019038,0.003239,-0.012279,-0.016315,-0.014247,-0.017135
2760.093668,-0.019054,0.002851,-0.012631,-0.01652,-0.014677,-0.017489
2761.957337,-0.019184,0.002463,-0.012445,-0.016489,-0.014782,-0.017754
2763.821006,-0.019281,0.002784,-0.012187,-0.016229,-0.014547,-0.017584
2765.684675,-0.019117,0.003497,-0.01182,-0.015676,-0.013937,-0.016991
2767.548344,-0.019412,0.003256,-0.011956,-0.016144,-0.014294,-0.017396
2769.412013,-0.01982,0.00296,-0.011864,-0.016433,-0.01457,-0.017407
2771.275682,-0.020114,0.002855,-0.012152,-0.016525,-0.014755,-0.017554
2773.139351,-0.019953,0.003154,-0.011808,-0.015896,-0.014162,-0.017027
2775.00302,-0.019604,0.003664,-0.011071,-0.015244,-0.01383,-0.016743
2776.866689,-0.019913,0.003593,-0.010639,-0.015159,-0.013755,-0.016828
2778.730358,-0.020334,0.003488,-0.01063,-0.015541,-0.013597,-0.017096
2780.594027,-0.02009,0.00438,-0.00968,-0.014781,-0.012826,-0.016362
2782.457695,-0.019687,0.004976,-0.008933,-0.014228,-0.012458,-0.015859
2784.321364,-0.019798,0.004994,-0.008579,-0.014101,-0.011968,-0.015652
2786.185033,-0.01972,0.005768,-0.008088,-0.013713,-0.011393,-0.015172
2788.048702,-0.019833,0.006359,-0.007552,-0.013011,-0.010979,-0.014541
2789.912371,-0.019522,0.006932,-0.006683,-0.012033,-0.010341,-0.013902
