ABS,QC,QCOA,QCCALB,OACALB,S1,S2
2290.449101,0.003079,-0.0035,-0.016357,-0.017262,-0.019171,-0.020766
2292.31277,0.003339,-0.002806,-0.015782,-0.017148,-0.018929,-0.020665
2294.176439,0.003081,-0.002638,-0.016686,-0.017462,-0.019216,-0.021416
2296.040108,0.003955,-0.002252,-0.016761,-0.016819,-0.018727,-0.020671
2297.903777,0.004658,-0.002325,-0.0161,-0.016259,-0.018604,-0.019779
2299.767446,0.003896,-0.00307,-0.016444,-0.017032,-0.019311,-0.020316
2301.631114,0.002818,-0.003564,-0.016987,-0.017833,-0.019358,-0.020897
2303.494783,0.002222,-0.003502,-0.01754,-0.018057,-0.019539,-0.021519
2305.358452,0.002519,-0.003161,-0.017562,-0.017745,-0.019613,-0.02166
2307.222121,0.001918,-0.003858,-0.018122,-0.018139,-0.02002,-0.021875
2309.08579,0.002064,-0.003567,-0.017091,-0.017318,-0.019021,-0.020627
2310.949459,0.002147,-0.003694,-0.017079,-0.016967,-0.01879,-0.019894
2312.813128,0.001948,-0.003625,-0.01756,-0.017177,-0.019238,-0.02041
2314.676797,0.001899,-0.003654,-0.017614,-0.017582,-0.019593,-0.021296
2316.540466,0.002195,-0.002942,-0.016698,-0.016624,-0.018691,-0.020299
2318.404135,0.002553,-0.002309,-0.016333,-0.016604,-0.018332,-0.019525
2320.267804,0.002846,-0.002659,-0.016863,-0.017447,-0.018666,-0.020206
2322.131473,0.002723,-0.003265,-0.017197,-0.017491,-0.018816,-0.020384
2323.995142,0.002794,-0.003125,-0.016991,-0.017163,-0.018833,-0.020137
2325.85881,0.003502,-0.00167,-0.015314,-0.015669,-0.017551,-0.019269
2327.722479,0.004478,-0.000229,-0.014416,-0.014677,-0.016802,-0.01878
2329.586148,0.004726,-0.000153,-0.014677,-0.014191,-0.015908,-0.018111
2331.449817,0.004898,-0.000747,-0.015345,-0.015073,-0.016928,-0.019579
2333.313486,0.004158,-0.001902,-0.016522,-0.016922,-0.018633,-0.02094
2335.177155,0.003987,-0.001814,-0.016341,-0.016403,-0.017507,-0.019638
2337.040824,0.004077,-0.001576,-0.015838,-0.015799,-0.017444,-0.019897
2338.904493,0.002768,-0.002219,-0.0171,-0.017246,-0.019811,-0.022215
2340.768162,0.002585,-0.002767,-0.018005,-0.017863,-0.020858,-0.022724
2342.631831,0.003332,-0.003311,-0.018017,-0.018432,-0.020696,-0.022283
2344.4955,0.003648,-0.003294,-0.017674,-0.018791,-0.020516,-0.022262
2346.359169,0.003034,-0.003095,-0.018025,-0.018932,-0.021059,-0.023107
2348.222837,0.001587,-0.003746,-0.019205,-0.018978,-0.021191,-0.023211
2350.086506,0.002361,-0.002792,-0.01825,-0.017504,-0.019546,-0.021637
2351.950175,0.003793,-0.000759,-0.015598,-0.015243,-0.017366,-0.019813
2353.813844,0.00388,-0.000679,-0.014516,-0.014721,-0.016727,-0.018708
2355.677513,0.00243,-0.002634,-0.016906,-0.016882,-0.018844,-0.020617
2357.541182,0.001185,-0.003648,-0.01931,-0.018164,-0.020032,-0.022197
2359.404851,0.001865,-0.003047,-0.019188,-0.01806,-0.019618,-0.02206
2361.26852,0.002526,-0.002927,-0.017856,-0.017725,-0.019003,-0.021271
2363.132189,0.001973,-0.003275,-0.017912,-0.017854,-0.019597,-0.021824
2364.995858,0.001898,-0.002566,-0.017675,-0.01745,-0.019356,-0.021545
2366.859527,0.002776,-0.00167,-0.016632,-0.016554,-0.017874,-0.019898
2368.723196,0.00312,-0.001993,-0.017283,-0.017321,-0.018883,-0.020921
2370.586864,0.003759,-0.001156,-0.01727,-0.016595,-0.018289,-0.01974
2372.450533,0.004661,0.000335,-0.015562,-0.014252,-0.015847,-0.01676
2374.314202,0.00414,-0.00046,-0.016261,-0.014423,-0.015908,-0.01727
2376.177871,0.00413,-0.000774,-0.016534,-0.015523,-0.016823,-0.018645
2378.04154,0.004339,-0.000506,-0.016597,-0.016374,-0.018283,-0.019988
2379.905209,0.004219,-0.000653,-0.016798,-0.016434,-0.018706,-0.020333
2381.768878,0.004242,-0.00084,-0.017056,-0.016255,-0.018742,-0.020163
2383.632547,0.003874,-0.001122,-0.017213,-0.016449,-0.019339,-0.02099
2385.496216,0.004052,-0.000956,-0.016854,-0.016513,-0.018935,-0.021274
2387.359885,0.004304,-0.00072,-0.017028,-0.016815,-0.018374,-0.021068
2389.223554,0.003482,-0.00091,-0.017718,-0.017414,-0.019082,-0.021193
2391.087223,0.003002,-0.001026,-0.017996,-0.017694,-0.01968,-0.021483
2392.950891,0.002923,-0.001437,-0.017954,-0.018047,-0.020171,-0.022257
2394.81456,0.002621,-0.001449,-0.0178,-0.017979,-0.019968,-0.022302
2396.678229,0.002216,-0.001917,-0.018777,-0.018749,-0.020602,-0.022945
2398.541898,0.002439,-0.001908,-0.018767,-0.018536,-0.020747,-0.023012
2400.405567,0.002508,-0.001405,-0.018607,-0.018362,-0.020375,-0.022727
2402.269236,0.002527,-0.000721,-0.018613,-0.018345,-0.01998,-0.02256
2404.132905,0.001985,-0.00157,-0.01907,-0.018661,-0.020386,-0.023077
2405.996574,0.002991,-0.001234,-0.017995,-0.01731,-0.019468,-0.02216
2407.860243,0.003848,-0.000723,-0.017463,-0.016503,-0.018839,-0.021412
2409.723912,0.002914,-0.001066,-0.018444,-0.017278,-0.02001,-0.022245
2411.587581,0.002976,-0.00042,-0.01863,-0.017669,-0.020122,-0.022411
2413.45125,0.004227,0.000676,-0.017231,-0.016698,-0.018864,-0.021058
2415.314919,0.005347,0.001236,-0.016574,-0.016029,-0.018357,-0.020151
2417.178587,0.004936,0.000781,-0.016968,-0.016485,-0.018663,-0.020673
2419.042256,0.004216,-0.000003,-0.017767,-0.017022,-0.019019,-0.021336
2420.905925,0.003881,0.000258,-0.018041,-0.016546,-0.018844,-0.021172
2422.769594,0.003812,0.000304,-0.017722,-0.016654,-0.019091,-0.021287
2424.633263,0.004182,0.000418,-0.017045,-0.016832,-0.01897,-0.021043
2426.496932,0.003484,-0.000201,-0.017691,-0.017702,-0.019668,-0.021794
2428.360601,0.00235,-0.000864,-0.018994,-0.018669,-0.020346,-0.022846
2430.22427,0.002535,-0.000348,-0.018593,-0.018177,-0.01979,-0.022291
2432.087939,0.003338,0.000377,-0.0176,-0.017091,-0.019045,-0.021579
2433.951608,0.002875,-0.00026,-0.018424,-0.017925,-0.019973,-0.022424
2435.815277,0.001679,-0.001599,-0.019728,-0.019269,-0.021456,-0.023445
2437.678946,0.001359,-0.002062,-0.020352,-0.019552,-0.021925,-0.023735
2439.542614,0.002601,-0.001286,-0.019175,-0.018487,-0.020488,-0.022861
2441.406283,0.002664,-0.000803,-0.018993,-0.018172,-0.020181,-0.023112
2443.269952,0.002324,-0.000412,-0.019253,-0.018139,-0.020447,-0.022976
2445.133621,0.00217,-0.000346,-0.019173,-0.018231,-0.02038,-0.023041
2446.99729,0.002559,0.000052,-0.018274,-0.017815,-0.019939,-0.022947
2448.860959,0.003251,0.000627,-0.017493,-0.017363,-0.019321,-0.02213
2450.724628,0.003703,0.001015,-0.017381,-0.016911,-0.018658,-0.02116
2452.588297,0.004211,0.001413,-0.017807,-0.016747,-0.018517,-0.020946
2454.451966,0.00477,0.002076,-0.017669,-0.016371,-0.018281,-0.020985
2456.315635,0.00454,0.002643,-0.017131,-0.016364,-0.01799,-0.02108
2458.179304,0.004213,0.002484,-0.016496,-0.016515,-0.017821,-0.02066
2460.042973,0.004047,0.002172,-0.01695,-0.016533,-0.017993,-0.020808
2461.906641,0.004036,0.002167,-0.017495,-0.016461,-0.017978,-0.021236
2463.77031,0.004421,0.00255,-0.017759,-0.016439,-0.017961,-0.021276
2465.633979,0.004822,0.003024,-0.017431,-0.016256,-0.017717,-0.020672
2467.497648,0.003994,0.002338,-0.01774,-0.01682,-0.018162,-0.020986
2469.361317,0.004152,0.002731,-0.017286,-0.016147,-0.017875,-0.020607
2471.224986,0.004367,0.003395,-0.017124,-0.015393,-0.017446,-0.020307
2473.088655,0.00352,0.003457,-0.01776,-0.015928,-0.01807,-0.021191
2474.952324,0.003057,0.0033,-0.017494,-0.016072,-0.018409,-0.021136
2476.815993,0.003169,0.002837,-0.017441,-0.016068,-0.018307,-0.020738
2478.679662,0.003044,0.002698,-0.018773,-0.016639,-0.018593,-0.021137
2480.543331,0.00234,0.002702,-0.019491,-0.017102,-0.019243,-0.021899
2482.407,0.001351,0.001741,-0.019782,-0.018011,-0.019926,-0.022569
2484.270669,0.002019,0.001919,-0.01932,-0.017473,-0.019234,-0.021782
2486.134337,0.003073,0.003326,-0.018107,-0.01636,-0.018041,-0.020731
2487.998006,0.00299,0.003811,-0.018076,-0.016687,-0.018186,-0.020788
2489.861675,0.002209,0.003473,-0.01894,-0.01693,-0.019022,-0.021036
2491.725344,0.003097,0.004784,-0.017932,-0.015572,-0.017882,-0.020167
2493.589013,0.004467,0.005692,-0.016589,-0.0145,-0.016363,-0.019652
2495.452682,0.004939,0.005836,-0.016339,-0.014034,-0.016064,-0.01923
2497.316351,0.004204,0.00523,-0.017962,-0.014869,-0.017093,-0.019531
2499.18002,0.004062,0.005014,-0.018084,-0.015082,-0.016643,-0.019526
2501.043689,0.005172,0.006903,-0.015914,-0.013383,-0.014627,-0.018004
2502.907358,0.006096,0.008279,-0.014631,-0.012051,-0.013816,-0.01734
2504.771027,0.005619,0.007545,-0.015519,-0.012403,-0.014291,-0.017928
2506.634696,0.004463,0.007161,-0.016958,-0.013439,-0.014859,-0.018385
2508.498364,0.003817,0.007433,-0.017361,-0.014278,-0.015413,-0.018557
2510.362033,0.004863,0.008809,-0.015811,-0.013314,-0.01464,-0.01739
2512.225702,0.005228,0.00923,-0.016045,-0.012823,-0.014591,-0.017181
2514.089371,0.003171,0.007786,-0.018609,-0.014129,-0.015818,-0.018721
2515.95304,0.001842,0.006903,-0.019998,-0.015048,-0.016583,-0.019869
2517.816709,0.002678,0.007552,-0.019409,-0.014355,-0.015884,-0.019369
2519.680378,0.003811,0.008373,-0.018339,-0.013603,-0.015097,-0.01855
2521.544047,0.004699,0.009032,-0.017872,-0.013059,-0.014654,-0.01816
2523.407716,0.003472,0.007698,-0.020113,-0.014687,-0.016457,-0.01987
2525.271385,0.00274,0.007876,-0.020395,-0.014962,-0.017055,-0.019912
2527.135054,0.003258,0.00919,-0.018445,-0.013402,-0.015408,-0.017901
2528.998723,0.003724,0.01019,-0.017132,-0.012484,-0.013868,-0.016954
2530.862391,0.003651,0.009884,-0.017593,-0.012942,-0.01384,-0.017814
2532.72606,0.004014,0.010641,-0.018091,-0.012847,-0.013678,-0.017487
2534.589729,0.004329,0.012076,-0.017731,-0.012248,-0.013035,-0.016784
2536.453398,0.00446,0.012741,-0.016603,-0.01162,-0.01277,-0.015976
2538.317067,0.00503,0.013492,-0.0158,-0.010802,-0.012395,-0.015134
2540.180736,0.005331,0.013412,-0.016181,-0.010393,-0.012193,-0.015254
2542.044405,0.005825,0.013105,-0.016543,-0.010621,-0.012213,-0.01538
2543.908074,0.00578,0.013425,-0.016286,-0.01059,-0.012034,-0.015202
2545.771743,0.00493,0.013622,-0.017251,-0.010787,-0.012439,-0.015624
2547.635412,0.005308,0.014239,-0.016924,-0.010717,-0.011577,-0.01515
2549.499081,0.005368,0.014415,-0.016729,-0.010849,-0.011723,-0.01502
2551.36275,0.004886,0.014242,-0.016601,-0.010632,-0.012168,-0.015335
2553.226418,0.00477,0.014766,-0.015666,-0.009965,-0.011322,-0.014905
2555.090087,0.004605,0.015595,-0.015471,-0.01016,-0.010943,-0.01465
2556.953756,0.004149,0.014949,-0.016942,-0.011287,-0.01178,-0.015427
2558.817425,0.003808,0.014335,-0.01777,-0.011393,-0.012155,-0.015544
2560.681094,0.00309,0.014063,-0.018217,-0.011513,-0.012209,-0.015732
2562.544763,0.003069,0.013853,-0.018166,-0.011308,-0.012254,-0.015897
2564.408432,0.003675,0.014698,-0.01758,-0.010685,-0.011573,-0.015499
2566.272101,0.00417,0.015247,-0.016898,-0.010437,-0.011202,-0.014996
2568.13577,0.003935,0.014912,-0.017648,-0.011154,-0.012283,-0.01541
2569.999439,0.004079,0.015592,-0.017083,-0.010853,-0.011819,-0.014962
2571.863108,0.00391,0.015516,-0.016339,-0.010321,-0.011231,-0.014701
2573.726777,0.004287,0.015846,-0.015983,-0.009812,-0.010986,-0.014802
2575.590446,0.005267,0.016503,-0.016148,-0.010011,-0.01062,-0.014941
2577.454114,0.005263,0.016628,-0.016062,-0.009939,-0.010712,-0.015103
2579.317783,0.005625,0.016849,-0.015408,-0.008856,-0.010309,-0.014367
2581.181452,0.00575,0.017411,-0.015342,-0.008365,-0.009608,-0.013613
2583.045121,0.004923,0.017381,-0.016069,-0.008831,-0.010355,-0.013822
2584.90879,0.00391,0.017147,-0.016504,-0.009127,-0.011201,-0.014249
2586.772459,0.004311,0.017231,-0.016569,-0.009407,-0.011121,-0.014382
2588.636128,0.005394,0.018345,-0.015625,-0.008832,-0.009935,-0.013425
2590.499797,0.005498,0.01854,-0.015525,-0.008895,-0.009553,-0.013125
2592.363466,0.005777,0.018518,-0.015559,-0.008765,-0.009282,-0.012941
2594.227135,0.006036,0.019191,-0.01483,-0.007831,-0.008861,-0.01251
2596.090804,0.005918,0.019401,-0.014506,-0.007523,-0.009044,-0.012637
2597.954473,0.00598,0.019344,-0.014483,-0.007609,-0.009212,-0.012774
2599.818141,0.00611,0.019518,-0.013941,-0.007409,-0.009106,-0.012385
2601.68181,0.005287,0.018795,-0.014714,-0.00825,-0.009513,-0.013117
2603.545479,0.004633,0.018394,-0.015835,-0.00898,-0.009793,-0.013966
2605.409148,0.005369,0.018742,-0.015601,-0.008637,-0.009343,-0.013541
2607.272817,0.005675,0.019291,-0.015184,-0.008332,-0.008979,-0.012922
2609.136486,0.004897,0.019229,-0.0159,-0.008562,-0.009696,-0.01324
2611.000155,0.004557,0.019652,-0.016189,-0.008541,-0.010114,-0.013598
2612.863824,0.004255,0.019738,-0.016099,-0.009005,-0.010002,-0.013871
2614.727493,0.004883,0.020267,-0.015197,-0.008101,-0.008883,-0.012864
2616.591162,0.004778,0.020693,-0.015411,-0.007754,-0.008425,-0.012647
2618.454831,0.004492,0.020884,-0.015759,-0.008188,-0.008628,-0.012968
2620.3185,0.004969,0.02144,-0.015209,-0.007522,-0.008262,-0.012241
2622.182168,0.00545,0.021799,-0.014973,-0.007061,-0.008073,-0.011763
2624.045837,0.00557,0.022219,-0.014371,-0.007011,-0.007805,-0.011532
2625.909506,0.006283,0.022698,-0.013715,-0.006262,-0.006955,-0.010975
2627.773175,0.006977,0.023184,-0.01413,-0.005641,-0.006315,-0.010748
2629.636844,0.007057,0.023851,-0.014534,-0.005445,-0.006345,-0.010713
2631.500513,0.006372,0.023764,-0.014673,-0.005743,-0.006629,-0.011006
2633.364182,0.006039,0.023772,-0.014016,-0.005456,-0.006401,-0.010869
2635.227851,0.006173,0.024181,-0.013671,-0.005449,-0.006445,-0.01049
2637.09152,0.006328,0.024853,-0.01411,-0.005424,-0.006161,-0.010351
2638.955189,0.00614,0.024984,-0.01445,-0.005408,-0.00593,-0.010381
2640.818858,0.006226,0.024831,-0.014299,-0.005517,-0.006351,-0.010459
2642.682527,0.005958,0.024763,-0.014088,-0.005753,-0.006721,-0.010613
2644.546196,0.005613,0.024603,-0.014389,-0.005759,-0.006504,-0.010631
2646.409864,0.005795,0.024674,-0.014676,-0.005748,-0.00637,-0.010542
2648.273533,0.005636,0.025088,-0.014967,-0.005963,-0.006609,-0.010665
2650.137202,0.005287,0.025396,-0.015104,-0.006138,-0.006717,-0.010858
2652.000871,0.005686,0.025732,-0.01495,-0.005867,-0.006513,-0.010853
2653.86454,0.005926,0.025786,-0.01493,-0.00545,-0.006357,-0.010777
2655.728209,0.006173,0.026359,-0.014482,-0.004678,-0.005847,-0.010109
2657.591878,0.006055,0.026717,-0.014178,-0.004598,-0.005677,-0.009978
2659.455547,0.005995,0.027022,-0.014079,-0.004552,-0.005516,-0.009907
2661.319216,0.006124,0.027119,-0.014117,-0.004336,-0.005222,-0.009842
2663.182885,0.006348,0.027421,-0.014074,-0.004036,-0.004975,-0.009636
2665.046554,0.006637,0.027648,-0.014056,-0.003858,-0.004889,-0.009252
2666.910223,0.006379,0.0274,-0.013877,-0.00414,-0.004925,-0.009093
2668.773891,0.006527,0.027791,-0.01312,-0.003882,-0.004299,-0.008661
2670.63756,0.007047,0.028383,-0.012737,-0.003422,-0.003746,-0.00856
2672.501229,0.006844,0.028031,-0.013132,-0.003642,-0.004192,-0.008805
2674.364898,0.006962,0.028052,-0.012953,-0.003448,-0.004194,-0.008624
2676.228567,0.006767,0.0278,-0.012926,-0.003502,-0.004395,-0.009055
2678.092236,0.006468,0.027479,-0.013054,-0.003962,-0.004884,-0.009429
2679.955905,0.006547,0.027513,-0.013031,-0.004483,-0.004828,-0.00934
2681.819574,0.006537,0.027386,-0.012616,-0.004554,-0.004675,-0.009364
2683.683243,0.006382,0.026933,-0.012526,-0.004528,-0.004986,-0.009713
2685.546912,0.006144,0.026599,-0.012622,-0.004648,-0.005485,-0.010046
2687.410581,0.006215,0.026371,-0.012442,-0.004848,-0.005628,-0.010019
2689.27425,0.006282,0.025868,-0.012148,-0.005095,-0.005692,-0.010106
2691.137918,0.006448,0.025432,-0.011897,-0.005395,-0.005768,-0.010277
2693.001587,0.006752,0.025479,-0.011408,-0.005509,-0.005697,-0.010283
2694.865256,0.006828,0.02546,-0.011048,-0.00549,-0.005855,-0.010346
2696.728925,0.006616,0.025014,-0.011307,-0.005705,-0.006135,-0.010846
2698.592594,0.006475,0.024378,-0.011975,-0.006225,-0.00672,-0.011432
2700.456263,0.006775,0.024613,-0.011508,-0.006176,-0.006718,-0.011117
2702.319932,0.006977,0.024942,-0.011023,-0.006324,-0.006526,-0.010854
2704.183601,0.007019,0.024724,-0.011087,-0.006496,-0.006689,-0.010863
2706.04727,0.006653,0.024229,-0.011077,-0.006367,-0.006809,-0.011034
2707.910939,0.007143,0.024797,-0.010395,-0.00588,-0.006205,-0.010653
2709.774608,0.007787,0.025366,-0.009956,-0.0055,-0.005858,-0.010114
2711.638277,0.00759,0.025186,-0.009803,-0.005367,-0.005976,-0.010175
2713.501945,0.007317,0.025055,-0.00969,-0.005574,-0.006056,-0.010449
2715.365614,0.007053,0.025229,-0.009744,-0.005613,-0.005911,-0.010484
2717.229283,0.006936,0.025129,-0.009957,-0.005543,-0.00583,-0.010483
2719.092952,0.007227,0.025025,-0.009603,-0.005299,-0.005745,-0.01025
2720.956621,0.0074,0.025186,-0.00927,-0.005176,-0.005601,-0.01002
2722.82029,0.007517,0.025625,-0.009038,-0.004922,-0.005409,-0.009794
2724.683959,0.007537,0.025461,-0.009058,-0.004991,-0.00544,-0.009946
2726.547628,0.007235,0.025148,-0.009062,-0.005247,-0.00545,-0.010167
2728.411297,0.006836,0.025158,-0.009216,-0.005499,-0.005476,-0.010244
2730.274966,0.006791,0.025326,-0.00894,-0.005277,-0.005323,-0.009943
2732.138635,0.006464,0.025051,-0.00892,-0.00524,-0.005461,-0.010103
2734.002304,0.006625,0.025095,-0.008778,-0.005169,-0.005588,-0.01007
2735.865973,0.006622,0.024909,-0.008675,-0.005267,-0.005594,-0.010056
2737.729641,0.006559,0.024785,-0.008537,-0.00534,-0.005511,-0.010216
2739.59331,0.006468,0.024928,-0.008639,-0.005205,-0.005787,-0.010349
2741.456979,0.006566,0.025463,-0.008322,-0.004764,-0.005649,-0.010039
2743.320648,0.006163,0.025049,-0.008416,-0.005396,-0.005948,-0.010243
2745.184317,0.006232,0.02492,-0.008503,-0.005734,-0.005947,-0.010304
2747.047986,0.006719,0.025189,-0.008501,-0.005185,-0.005395,-0.010006
2748.911655,0.006884,0.025411,-0.008357,-0.004793,-0.005049,-0.009764
2750.775324,0.006864,0.025623,-0.008415,-0.004825,-0.005092,-0.009753
2752.638993,0.006867,0.025596,-0.00862,-0.00501,-0.005511,-0.010083
2754.502662,0.007378,0.025887,-0.008141,-0.004729,-0.005011,-0.009643
2756.366331,0.007826,0.026327,-0.007525,-0.004369,-0.004143,-0.00909
2758.23,0.007564,0.025927,-0.007946,-0.004553,-0.004374,-0.009408
2760.093668,0.007228,0.025837,-0.008029,-0.004464,-0.004696,-0.009507
2761.957337,0.006917,0.026051,-0.007831,-0.004411,-0.004911,-0.009341
2763.821006,0.007051,0.026551,-0.007645,-0.004206,-0.00467,-0.009121
2765.684675,0.007333,0.026877,-0.00755,-0.004038,-0.00436,-0.009028
2767.548344,0.006994,0.026755,-0.007929,-0.004271,-0.004542,-0.009103
2769.412013,0.006597,0.026602,-0.008261,-0.004468,-0.004634,-0.009235
2771.275682,0.006412,0.026526,-0.007984,-0.004544,-0.004743,-0.009586
2773.139351,0.006754,0.026972,-0.007445,-0.004208,-0.004395,-0.00936
2775.00302,0.007337,0.027638,-0.007061,-0.003517,-0.003529,-0.008557
2776.866689,0.00714,0.027655,-0.007478,-0.003622,-0.00364,-0.008582
2778.730358,0.00684,0.027705,-0.007563,-0.003526,-0.004,-0.00869
2780.594027,0.007013,0.028127,-0.006929,-0.002767,-0.003341,-0.008068
2782.457695,0.007171,0.029034,-0.006262,-0.002022,-0.002422,-0.00754
2784.321364,0.006867,0.029416,-0.006484,-0.002011,-0.00211,-0.007573
2786.185033,0.007375,0.030145,-0.006135,-0.00154,-0.001574,-0.006952
2788.048702,0.007369,0.030876,-0.005518,-0.001077,-0.001403,-0.006398
2789.912371,0.007605,0.031832,-0.004693,-0.000072,-0.000608,-0.005634
2791.77604,0.007754,0.032336,-0.004448,0.000521,-0.000007,-0.005049
2793.639709,0.007628,0.032783,-0.004368,0.00106,0.000627,-0.004619
2795.503378,0.007917,0.033659,-0.00375,0.001992,0.001581,-0.003879
2797.367047,0.007899,0.034161,-0.00301,0.002409,0.002171,-0.003331
2799.230716,0.007797,0.034751,-0.0025,0.003017,0.003006,-0.002768
2801.094385,0.007955,0.035891,-0.00201,0.003901,0.004071,-0.001931
2802.958054,0.007742,0.036812,-0.001867,0.004616,0.00449,-0.001473
2804.821723,0.007706,0.037738,-0.001338,0.005686,0.004987,-0.000834
2806.685391,0.007745,0.038403,-0.000691,0.006503,0.005878,0.000148
2808.54906,0.007797,0.039346,-0.000092,0.007477,0.007024,0.000972
2810.412729,0.007721,0.040619,0.000396,0.008718,0.008357,0.001851
2812.276398,0.007359,0.041746,0.000572,0.009701,0.00952,0.002822
2814.140067,0.007286,0.043094,0.000886,0.010901,0.010593,0.004155
2816.003736,0.007178,0.044658,0.001578,0.012074,0.011745,0.005339
2817.867405,0.007288,0.046645,0.002267,0.013721,0.013468,0.006615
2819.731074,0.007138,0.048543,0.00278,0.015627,0.01523,0.008108
2821.594743,0.006959,0.050467,0.003171,0.017554,0.017332,0.009811
2823.458412,0.006873,0.053233,0.003848,0.020092,0.020058,0.011689
2825.322081,0.006714,0.056,0.004407,0.022796,0.022618,0.013738
2827.18575,0.007284,0.059551,0.005231,0.026197,0.025936,0.016679
2829.049418,0.007233,0.0637,0.005779,0.029862,0.02964,0.019853
2830.913087,0.007432,0.068879,0.007231,0.034886,0.034355,0.024222
2832.776756,0.007484,0.074101,0.008584,0.040144,0.039406,0.028865
2834.640425,0.007757,0.081061,0.010247,0.046661,0.045905,0.034347
2836.504094,0.008228,0.089259,0.011914,0.05445,0.054045,0.041015
2838.367763,0.008298,0.098477,0.013499,0.06402,0.063675,0.048569
2840.231432,0.007699,0.109646,0.014858,0.07603,0.075103,0.057976
2842.095101,0.008,0.125586,0.01744,0.091904,0.09066,0.07133
2843.95877,0.008862,0.14564,0.020645,0.111872,0.110378,0.088158
2845.822439,0.008685,0.166956,0.022971,0.133217,0.131456,0.106134
2847.686108,0.008037,0.187782,0.024796,0.153639,0.151856,0.123974
2849.549777,0.008027,0.205913,0.027795,0.171218,0.169594,0.140293
2851.413445,0.008346,0.216518,0.031642,0.182192,0.180252,0.151341
2853.277114,0.008562,0.217076,0.035166,0.183086,0.180641,0.153294
2855.140783,0.008423,0.206397,0.037526,0.172883,0.170653,0.145821
2857.004452,0.007923,0.188118,0.03976,0.155939,0.154092,0.132038
2858.868121,0.00763,0.167665,0.042355,0.137039,0.135629,0.115816
2860.73179,0.00718,0.148137,0.044871,0.118624,0.117731,0.100126
2862.595459,0.007361,0.132086,0.04722,0.104425,0.103224,0.087748
2864.459128,0.007375,0.120746,0.048888,0.094565,0.093023,0.078408
2866.322797,0.006813,0.113153,0.049886,0.087705,0.086508,0.071818
2868.186466,0.006748,0.109392,0.051721,0.084505,0.083404,0.068689
2870.050135,0.007024,0.107906,0.053115,0.082477,0.081768,0.067662
2871.913804,0.007596,0.106701,0.053835,0.08076,0.080207,0.0667
2873.777472,0.007286,0.103238,0.053074,0.077874,0.076876,0.063755
2875.641141,0.007399,0.099474,0.052418,0.074421,0.073405,0.060588
2877.50481,0.008049,0.09783,0.052923,0.072274,0.071988,0.058933
2879.368479,0.008376,0.098206,0.052973,0.072181,0.071804,0.058708
2881.232148,0.007727,0.099024,0.051148,0.072752,0.071698,0.058743
2883.095817,0.007637,0.101433,0.049794,0.074581,0.073728,0.06016
2884.959486,0.007967,0.105269,0.049125,0.077991,0.077648,0.063208
2886.823155,0.007908,0.110194,0.04862,0.082327,0.081803,0.066763
2888.686824,0.007647,0.115706,0.047763,0.086396,0.085993,0.07045
2890.550493,0.007828,0.122206,0.046887,0.091517,0.091366,0.07511
2892.414162,0.007903,0.128876,0.046429,0.097681,0.097273,0.080507
2894.277831,0.00809,0.13588,0.045854,0.103977,0.103202,0.085594
2896.1415,0.008315,0.143132,0.04482,0.109919,0.109079,0.09033
2898.005168,0.008441,0.150577,0.044021,0.116223,0.115491,0.095691
2899.868837,0.008206,0.159002,0.043513,0.123542,0.122777,0.102202
2901.732506,0.008073,0.167984,0.043273,0.13141,0.130833,0.108934
2903.596175,0.00821,0.177168,0.042858,0.139863,0.139964,0.116351
2905.459844,0.007948,0.187134,0.042401,0.149249,0.14905,0.124505
2907.323513,0.007758,0.198262,0.042321,0.159525,0.158739,0.13364
2909.187182,0.008033,0.211659,0.042238,0.171776,0.170745,0.144478
2911.050851,0.007926,0.225791,0.041633,0.184903,0.183828,0.155832
2912.91452,0.00833,0.241148,0.042032,0.19932,0.197575,0.168482
2914.778189,0.008755,0.25668,0.041482,0.214217,0.211874,0.181975
2916.641858,0.009052,0.27244,0.040654,0.228539,0.226134,0.1955
2918.505527,0.008195,0.284288,0.03961,0.239348,0.237078,0.2064
2920.369195,0.008055,0.290973,0.039264,0.246495,0.243931,0.213657
2922.232864,0.008548,0.291581,0.039017,0.24703,0.244546,0.215419
2924.096533,0.009113,0.285477,0.038476,0.240898,0.23863,0.211218
2925.960202,0.00894,0.272183,0.037363,0.229379,0.226831,0.202076
2927.823871,0.008433,0.254402,0.035749,0.213766,0.211195,0.188764
2929.68754,0.00866,0.235585,0.034797,0.195804,0.194064,0.173457
2931.551209,0.008652,0.2174,0.034082,0.178009,0.176533,0.158061
2933.414878,0.008558,0.198943,0.032781,0.16037,0.159074,0.142328
2935.278547,0.008966,0.181097,0.032063,0.143577,0.142769,0.127217
2937.142216,0.008889,0.164624,0.030895,0.127864,0.127417,0.113032
2939.005885,0.008413,0.150207,0.029237,0.113887,0.113536,0.100248
2940.869554,0.008478,0.138146,0.027917,0.102578,0.102378,0.089726
2942.733222,0.008498,0.128666,0.027051,0.093673,0.093552,0.081114
2944.596891,0.008168,0.121336,0.026107,0.086383,0.086126,0.074476
2946.46056,0.007849,0.116185,0.025176,0.08071,0.080653,0.069685
2948.324229,0.007822,0.113001,0.024041,0.077617,0.077397,0.066744
2950.187898,0.007874,0.111544,0.022541,0.076267,0.075751,0.064866
