ABS,144hQC,144hQCOA
2223.35702,-0.023709,-0.028268
2225.220689,-0.023004,-0.027367
2227.084358,-0.023607,-0.027766
2228.948027,-0.021903,-0.026381
2230.811696,-0.020331,-0.024284
2232.675364,-0.019455,-0.022345
2234.539033,-0.022537,-0.025892
2236.402702,-0.021027,-0.025586
2238.266371,-0.020327,-0.024622
2240.13004,-0.019227,-0.023343
2241.993709,-0.020899,-0.025005
2243.857378,-0.0207,-0.025671
2245.721047,-0.020167,-0.025598
2247.584716,-0.018199,-0.022198
2249.448385,-0.017567,-0.021753
2251.312054,-0.017083,-0.021919
2253.175723,-0.019203,-0.024194
2255.039392,-0.018821,-0.023573
2256.90306,-0.018404,-0.023191
2258.766729,-0.019569,-0.02439
2260.630398,-0.020995,-0.025531
2262.494067,-0.020805,-0.024724
2264.357736,-0.020687,-0.024388
2266.221405,-0.020957,-0.025068
2268.085074,-0.02296,-0.026841
2269.948743,-0.024216,-0.027636
2271.812412,-0.024219,-0.027743
2273.676081,-0.022369,-0.026913
2275.53975,-0.022347,-0.027203
2277.403419,-0.022427,-0.026518
2279.267087,-0.022696,-0.026413
2281.130756,-0.02202,-0.026052
2282.994425,-0.021923,-0.02641
2284.858094,-0.021123,-0.025138
2286.721763,-0.021027,-0.025114
2288.585432,-0.020519,-0.024732
2290.449101,-0.020425,-0.023851
2292.31277,-0.019446,-0.022362
2294.176439,-0.018934,-0.022371
2296.040108,-0.017293,-0.020946
2297.903777,-0.01656,-0.020237
2299.767446,-0.016023,-0.019677
2301.631114,-0.015926,-0.019513
2303.494783,-0.01438,-0.018226
2305.358452,-0.013233,-0.016954
2307.222121,-0.012376,-0.01558
2309.08579,-0.010242,-0.013347
2310.949459,-0.007828,-0.010987
2312.813128,-0.007209,-0.010696
2314.676797,-0.007496,-0.010893
2316.540466,-0.006924,-0.009637
2318.404135,-0.004418,-0.007228
2320.267804,-0.00324,-0.006483
2322.131473,-0.002425,-0.005955
2323.995142,-0.002749,-0.006067
2325.85881,-0.002315,-0.005016
2327.722479,-0.000984,-0.003458
2329.586148,0.001137,-0.001671
2331.449817,-0.000649,-0.00386
2333.313486,-0.002017,-0.005136
2335.177155,-0.002488,-0.005001
2337.040824,-0.002816,-0.00511
2338.904493,-0.004495,-0.006606
2340.768162,-0.003476,-0.005888
2342.631831,-0.002267,-0.005267
2344.4955,-0.001102,-0.004348
2346.359169,-0.004039,-0.007077
2348.222837,-0.008004,-0.010776
2350.086506,-0.006844,-0.009251
2351.950175,-0.000902,-0.003136
2353.813844,0.002353,0.000115
2355.677513,0.003754,0.001438
2357.541182,0.004168,0.00142
2359.404851,0.005418,0.002227
2361.26852,0.005481,0.002576
2363.132189,0.005066,0.002875
2364.995858,0.00525,0.002749
2366.859527,0.006027,0.002912
2368.723196,0.002598,-0.000081
2370.586864,0.003166,0.000788
2372.450533,0.00267,0.000467
2374.314202,0.000038,-0.002418
2376.177871,-0.003408,-0.005953
2378.04154,-0.006841,-0.009826
2379.905209,-0.011597,-0.014732
2381.768878,-0.015081,-0.01811
2383.632547,-0.018701,-0.021444
2385.496216,-0.020074,-0.02309
2387.359885,-0.02142,-0.024646
2389.223554,-0.02243,-0.025371
2391.087223,-0.023262,-0.02599
2392.950891,-0.023565,-0.026171
2394.81456,-0.023986,-0.026495
2396.678229,-0.024143,-0.026693
2398.541898,-0.024071,-0.026918
2400.405567,-0.023569,-0.026236
2402.269236,-0.024165,-0.026413
2404.132905,-0.02459,-0.02686
2405.996574,-0.023841,-0.026481
2407.860243,-0.022968,-0.025335
2409.723912,-0.02424,-0.026273
2411.587581,-0.023857,-0.025881
2413.45125,-0.022934,-0.025106
2415.314919,-0.021855,-0.02404
2417.178587,-0.022435,-0.024444
2419.042256,-0.023096,-0.025001
2420.905925,-0.023733,-0.025716
2422.769594,-0.023208,-0.025218
2424.633263,-0.023035,-0.025214
2426.496932,-0.023352,-0.025697
2428.360601,-0.024873,-0.027071
2430.22427,-0.024767,-0.026769
2432.087939,-0.02424,-0.026232
2433.951608,-0.024511,-0.026439
2435.815277,-0.02584,-0.028003
2437.678946,-0.026123,-0.027791
2439.542614,-0.026012,-0.026643
2441.406283,-0.025368,-0.02644
2443.269952,-0.025124,-0.027015
2445.133621,-0.024785,-0.026489
2446.99729,-0.025009,-0.026535
2448.860959,-0.024345,-0.02577
2450.724628,-0.024429,-0.025445
2452.588297,-0.024183,-0.024886
2454.451966,-0.023953,-0.024799
2456.315635,-0.022979,-0.024367
2458.179304,-0.023561,-0.024801
2460.042973,-0.023871,-0.024817
2461.906641,-0.024293,-0.025055
2463.77031,-0.023667,-0.024472
2465.633979,-0.023988,-0.024447
2467.497648,-0.02466,-0.024624
2469.361317,-0.024273,-0.02455
2471.224986,-0.023412,-0.023183
2473.088655,-0.024779,-0.023856
2474.952324,-0.024511,-0.024012
2476.815993,-0.024556,-0.024321
2478.679662,-0.024819,-0.024214
2480.543331,-0.026035,-0.025251
2482.407,-0.0267,-0.0259
2484.270669,-0.026349,-0.025271
2486.134337,-0.024718,-0.023215
2487.998006,-0.025287,-0.023773
2489.861675,-0.025646,-0.024152
2491.725344,-0.024647,-0.02329
2493.589013,-0.023591,-0.021778
2495.452682,-0.023874,-0.022193
2497.316351,-0.02415,-0.022822
2499.18002,-0.024697,-0.022964
2501.043689,-0.02354,-0.021251
2502.907358,-0.02305,-0.020134
2504.771027,-0.023259,-0.019406
2506.634696,-0.024323,-0.020118
2508.498364,-0.02431,-0.020582
2510.362033,-0.023947,-0.019924
2512.225702,-0.023542,-0.019158
2514.089371,-0.025554,-0.020948
2515.95304,-0.026456,-0.021455
2517.816709,-0.026147,-0.02112
2519.680378,-0.024825,-0.019925
2521.544047,-0.024902,-0.019914
2523.407716,-0.026331,-0.020976
2525.271385,-0.026648,-0.020881
2527.135054,-0.025029,-0.019008
2528.998723,-0.024811,-0.018829
2530.862391,-0.025349,-0.018938
2532.72606,-0.025717,-0.018465
2534.589729,-0.024983,-0.01751
2536.453398,-0.024861,-0.017542
2538.317067,-0.023697,-0.016052
2540.180736,-0.023628,-0.015756
2542.044405,-0.023539,-0.015444
2543.908074,-0.024119,-0.015656
2545.771743,-0.024524,-0.015963
2547.635412,-0.02428,-0.016
2549.499081,-0.023796,-0.015693
2551.36275,-0.02418,-0.015972
2553.226418,-0.023911,-0.015055
2555.090087,-0.024671,-0.014794
2556.953756,-0.025299,-0.014996
2558.817425,-0.02582,-0.015733
2560.681094,-0.025636,-0.015987
2562.544763,-0.025834,-0.016347
2564.408432,-0.025065,-0.015098
2566.272101,-0.025146,-0.014557
2568.13577,-0.025543,-0.015029
2569.999439,-0.025298,-0.015072
2571.863108,-0.024945,-0.014686
2573.726777,-0.025138,-0.014917
2575.590446,-0.024547,-0.014269
2577.454114,-0.024783,-0.014169
2579.317783,-0.024138,-0.013242
2581.181452,-0.024517,-0.01337
2583.045121,-0.024933,-0.013858
2584.90879,-0.025337,-0.014343
2586.772459,-0.024974,-0.013909
2588.636128,-0.024569,-0.013143
2590.499797,-0.024125,-0.012814
2592.363466,-0.024085,-0.013336
2594.227135,-0.023708,-0.012575
2596.090804,-0.024329,-0.01217
2597.954473,-0.023988,-0.011568
2599.818141,-0.024029,-0.012076
2601.68181,-0.024607,-0.012882
2603.545479,-0.025567,-0.013455
2605.409148,-0.025408,-0.012555
2607.272817,-0.02547,-0.012363
2609.136486,-0.0254,-0.012747
2611.000155,-0.025813,-0.013212
2612.863824,-0.025965,-0.012799
2614.727493,-0.0253,-0.012288
2616.591162,-0.024841,-0.012147
2618.454831,-0.02548,-0.01224
2620.3185,-0.024912,-0.011355
2622.182168,-0.025206,-0.011201
2624.045837,-0.024794,-0.010645
2625.909506,-0.024371,-0.010262
2627.773175,-0.024097,-0.009732
2629.636844,-0.024605,-0.009838
2631.500513,-0.024797,-0.0099
2633.364182,-0.024954,-0.009817
2635.227851,-0.024602,-0.009423
2637.09152,-0.024659,-0.009525
2638.955189,-0.024894,-0.009283
2640.818858,-0.025349,-0.009389
2642.682527,-0.025256,-0.009265
2644.546196,-0.025452,-0.009555
2646.409864,-0.025374,-0.009396
2648.273533,-0.025958,-0.009602
2650.137202,-0.026151,-0.009336
2652.000871,-0.026164,-0.009265
2653.86454,-0.025945,-0.008871
2655.728209,-0.025716,-0.008292
2657.591878,-0.025573,-0.008032
2659.455547,-0.025614,-0.008121
2661.319216,-0.025454,-0.007896
2663.182885,-0.025443,-0.007696
2665.046554,-0.024996,-0.007014
2666.910223,-0.025058,-0.007
2668.773891,-0.024505,-0.006333
2670.63756,-0.024207,-0.005995
2672.501229,-0.024231,-0.00625
2674.364898,-0.024392,-0.006722
2676.228567,-0.0247,-0.007026
2678.092236,-0.025082,-0.007464
2679.955905,-0.02489,-0.007491
2681.819574,-0.024947,-0.007842
2683.683243,-0.024937,-0.008084
2685.546912,-0.025396,-0.008584
2687.410581,-0.025134,-0.008608
2689.27425,-0.024813,-0.009083
2691.137918,-0.024527,-0.009261
2693.001587,-0.024541,-0.00935
2694.865256,-0.024317,-0.009401
2696.728925,-0.024835,-0.01019
2698.592594,-0.025023,-0.010493
2700.456263,-0.024785,-0.010511
2702.319932,-0.024301,-0.010318
2704.183601,-0.024468,-0.010458
2706.04727,-0.024495,-0.010439
2707.910939,-0.024207,-0.01024
2709.774608,-0.023728,-0.009784
2711.638277,-0.023859,-0.009982
2713.501945,-0.023794,-0.00978
2715.365614,-0.024006,-0.009939
2717.229283,-0.024114,-0.010084
2719.092952,-0.02402,-0.010133
2720.956621,-0.023549,-0.009954
2722.82029,-0.023612,-0.009902
2724.683959,-0.023757,-0.009705
2726.547628,-0.024114,-0.010123
2728.411297,-0.024271,-0.010275
2730.274966,-0.024467,-0.010274
2732.138635,-0.024568,-0.010142
2734.002304,-0.02448,-0.010346
2735.865973,-0.024332,-0.010322
2737.729641,-0.024652,-0.010268
2739.59331,-0.024583,-0.010134
2741.456979,-0.024318,-0.009961
2743.320648,-0.024553,-0.010051
2745.184317,-0.024909,-0.010503
2747.047986,-0.024562,-0.01006
2748.911655,-0.024635,-0.010025
2750.775324,-0.024486,-0.01001
2752.638993,-0.024855,-0.010278
2754.502662,-0.024338,-0.009514
2756.366331,-0.023778,-0.009107
2758.23,-0.023861,-0.009291
2760.093668,-0.024401,-0.009622
2761.957337,-0.024424,-0.009553
2763.821006,-0.024164,-0.0095
2765.684675,-0.023843,-0.009074
2767.548344,-0.024525,-0.009258
2769.412013,-0.024966,-0.009315
2771.275682,-0.025181,-0.00974
2773.139351,-0.024625,-0.009462
2775.00302,-0.024451,-0.008854
2776.866689,-0.025032,-0.008547
2778.730358,-0.025734,-0.008732
2780.594027,-0.025243,-0.008206
2782.457695,-0.024943,-0.007839
2784.321364,-0.025017,-0.007414
2786.185033,-0.024862,-0.006572
2788.048702,-0.02471,-0.006061
2789.912371,-0.024705,-0.005561
2791.77604,-0.02467,-0.004855
2793.639709,-0.024897,-0.004548
2795.503378,-0.024484,-0.003457
2797.367047,-0.024763,-0.00297
2799.230716,-0.024697,-0.002465
2801.094385,-0.02447,-0.00157
2802.958054,-0.024333,-0.000627
2804.821723,-0.024378,0.000096
2806.685391,-0.024246,0.001239
2808.54906,-0.024628,0.002124
2810.412729,-0.024578,0.003272
2812.276398,-0.024668,0.00417
2814.140067,-0.024526,0.005655
2816.003736,-0.025139,0.006769
2817.867405,-0.024851,0.008578
2819.731074,-0.024733,0.010143
2821.594743,-0.024344,0.012253
2823.458412,-0.024302,0.014726
2825.322081,-0.024638,0.017574
2827.18575,-0.024734,0.020995
2829.049418,-0.02474,0.02475
2830.913087,-0.024578,0.029145
2832.776756,-0.024249,0.03437
2834.640425,-0.023966,0.040656
2836.504094,-0.02354,0.048413
2838.367763,-0.02377,0.057177
2840.231432,-0.024161,0.06873
2842.095101,-0.02411,0.084228
2843.95877,-0.023026,0.104037
2845.822439,-0.02327,0.125213
2847.686108,-0.024104,0.14701
2849.549777,-0.024396,0.166002
2851.413445,-0.023407,0.178863
2853.277114,-0.023029,0.180747
2855.140783,-0.023222,0.17105
2857.004452,-0.023839,0.15279
2858.868121,-0.023788,0.132357
2860.73179,-0.024218,0.112478
2862.595459,-0.024065,0.096549
2864.459128,-0.024029,0.084487
2866.322797,-0.024181,0.076479
2868.186466,-0.02446,0.072261
2870.050135,-0.02438,0.070524
2871.913804,-0.024011,0.069068
2873.777472,-0.024032,0.066126
2875.641141,-0.024659,0.06213
2877.50481,-0.024191,0.060047
2879.368479,-0.023497,0.059576
2881.232148,-0.023394,0.060418
2883.095817,-0.023674,0.062525
2884.959486,-0.023582,0.066459
2886.823155,-0.02356,0.071278
2888.686824,-0.023363,0.076742
2890.550493,-0.023196,0.082654
2892.414162,-0.022878,0.089711
2894.277831,-0.02313,0.096791
2896.1415,-0.023384,0.103977
2898.005168,-0.02361,0.111226
2899.868837,-0.023214,0.11948
2901.732506,-0.023486,0.127947
2903.596175,-0.023534,0.138031
2905.459844,-0.023891,0.148124
2907.323513,-0.023905,0.159584
2909.187182,-0.023528,0.172764
2911.050851,-0.023478,0.187447
2912.91452,-0.023843,0.202822
2914.778189,-0.02363,0.218774
2916.641858,-0.023183,0.234515
2918.505527,-0.023297,0.247157
2920.369195,-0.02328,0.254959
2922.232864,-0.022449,0.256923
2924.096533,-0.021789,0.25087
2925.960202,-0.021469,0.238829
2927.823871,-0.022163,0.221525
2929.68754,-0.022095,0.202612
2931.551209,-0.022,0.18276
2933.414878,-0.022238,0.163853
2935.278547,-0.022351,0.146192
2937.142216,-0.022252,0.12967
2939.005885,-0.022967,0.114566
2940.869554,-0.023043,0.1026
2942.733222,-0.023265,0.092569
2944.596891,-0.023227,0.084534
2946.46056,-0.023463,0.078359
2948.324229,-0.02313,0.075119
2950.187898,-0.023241,0.073375
2952.051567,-0.023249,0.072476
2953.915236,-0.023389,0.071117
2955.778905,-0.023115,0.069115
2957.642574,-0.023041,0.065636
2959.506243,-0.023348,0.060351
2961.369912,-0.023431,0.054156
2963.233581,-0.023521,0.047388
2965.09725,-0.02331,0.041177
2966.960918,-0.022815,0.03584
2968.824587,-0.023019,0.030102
2970.688256,-0.02249,0.025715
2972.551925,-0.022599,0.021673
2974.415594,-0.022364,0.018677
2976.279263,-0.022405,0.015652
2978.142932,-0.022991,0.012743
2980.006601,-0.023515,0.010665
2981.87027,-0.02377,0.009221
2983.733939,-0.024158,0.007855
2985.597608,-0.023766,0.007374
2987.461277,-0.023606,0.006989
2989.324945,-0.023468,0.007309
2991.188614,-0.024287,0.00711
2993.052283,-0.024308,0.007876
2994.915952,-0.024512,0.009192
2996.779621,-0.024735,0.010908
2998.64329,-0.024817,0.013085
3000.506959,-0.024601,0.015247
3002.370628,-0.023978,0.017241
3004.234297,-0.023675,0.018679
3006.097966,-0.02388,0.018632
3007.961635,-0.023638,0.017392
3009.825304,-0.023057,0.015787
3011.688972,-0.022407,0.013962
3013.552641,-0.022523,0.01131
3015.41631,-0.022735,0.008897
3017.279979,-0.023446,0.005999
3019.143648,-0.023564,0.004019
3021.007317,-0.023674,0.002336
3022.870986,-0.0239,0.001069
3024.734655,-0.023833,0.000212
3026.598324,-0.023491,-0.000245
3028.461993,-0.023357,-0.00027
3030.325662,-0.023418,-0.000495
3032.189331,-0.024097,-0.001743
3034.052999,-0.023762,-0.002169
3035.916668,-0.023741,-0.002568
3037.780337,-0.023626,-0.002645
3039.644006,-0.024309,-0.003263
3041.507675,-0.024798,-0.003825
3043.371344,-0.024425,-0.003996
3045.235013,-0.02388,-0.00403
3047.098682,-0.023475,-0.003717
3048.962351,-0.023238,-0.003164
3050.82602,-0.023456,-0.003728
3052.689689,-0.022941,-0.004016
3054.553358,-0.022349,-0.003834
3056.417027,-0.022378,-0.00413
3058.280695,-0.022605,-0.004705
3060.144364,-0.022248,-0.00458
3062.008033,-0.021575,-0.004302
3063.871702,-0.020602,-0.00364
3065.735371,-0.020811,-0.003912
3067.59904,-0.0219,-0.005213
3069.462709,-0.022744,-0.006173
3071.326378,-0.022495,-0.006101
3073.190047,-0.022374,-0.006677
3075.053716,-0.022127,-0.007011
3076.917385,-0.022079,-0.007395
3078.781054,-0.021095,-0.006681
3080.644722,-0.021116,-0.006421
3082.508391,-0.021241,-0.006863
3084.37206,-0.021543,-0.007702
3086.235729,-0.02168,-0.008009
3088.099398,-0.021367,-0.007887
3089.963067,-0.021612,-0.008113
3091.826736,-0.021361,-0.007657
3093.690405,-0.020176,-0.006616
3095.554074,-0.019752,-0.00645
3097.417743,-0.019706,-0.006294
3099.281412,-0.01985,-0.006566
3101.145081,-0.019872,-0.007329
3103.008749,-0.020568,-0.008221
3104.872418,-0.020341,-0.008313
3106.736087,-0.020017,-0.008612
3108.599756,-0.020359,-0.009235
3110.463425,-0.020475,-0.009624
3112.327094,-0.020383,-0.009571
3114.190763,-0.020303,-0.009819
3116.054432,-0.01945,-0.009707
3117.918101,-0.020008,-0.010542
3119.78177,-0.020499,-0.011326
3121.645439,-0.020498,-0.011656
3123.509108,-0.019827,-0.01109
3125.372777,-0.019741,-0.011216
3127.236445,-0.019691,-0.011547
3129.100114,-0.019788,-0.01274
3130.963783,-0.019573,-0.013238
3132.827452,-0.018624,-0.012352
3134.691121,-0.018819,-0.012521
3136.55479,-0.019915,-0.013577
3138.418459,-0.02008,-0.014237
3140.282128,-0.019126,-0.014142
3142.145797,-0.017736,-0.01357
3144.009466,-0.018075,-0.014225
3145.873135,-0.01831,-0.014525
3147.736804,-0.018147,-0.014512
3149.600472,-0.017712,-0.014263
3151.464141,-0.017858,-0.014691
3153.32781,-0.018529,-0.0158
3155.191479,-0.018945,-0.016913
3157.055148,-0.018604,-0.016808
3158.918817,-0.01811,-0.016718
3160.782486,-0.017858,-0.017267
3162.646155,-0.01823,-0.017842
3164.509824,-0.017802,-0.017291
3166.373493,-0.017821,-0.01757
3168.237162,-0.016887,-0.017075
3170.100831,-0.016493,-0.017228
3171.964499,-0.01659,-0.017537
3173.828168,-0.016368,-0.017205
3175.691837,-0.016112,-0.017456
3177.555506,-0.015631,-0.017419
3179.419175,-0.014731,-0.017189
3181.282844,-0.014826,-0.017726
3183.146513,-0.014532,-0.017174
3185.010182,-0.014454,-0.017123
3186.873851,-0.014419,-0.017444
3188.73752,-0.014699,-0.017867
3190.601189,-0.014919,-0.018487
3192.464858,-0.014807,-0.019067
3194.328526,-0.014298,-0.018884
3196.192195,-0.014296,-0.01886
3198.055864,-0.013928,-0.018657
3199.919533,-0.014141,-0.019124
3201.783202,-0.014587,-0.019928
3203.646871,-0.014098,-0.020084
3205.51054,-0.014441,-0.02057
3207.374209,-0.015133,-0.021413
3209.237878,-0.013297,-0.020584
3211.101547,-0.013076,-0.020722
3212.965216,-0.013618,-0.020998
3214.828885,-0.013656,-0.020965
3216.692554,-0.014086,-0.021736
3218.556222,-0.013352,-0.021506
3220.419891,-0.011784,-0.020226
3222.28356,-0.011469,-0.020089
3224.147229,-0.011472,-0.020425
3226.010898,-0.011913,-0.020881
3227.874567,-0.011254,-0.02031
3229.738236,-0.010876,-0.020461
3231.601905,-0.011155,-0.021277
3233.465574,-0.01192,-0.021923
3235.329243,-0.012319,-0.022164
3237.192912,-0.012345,-0.022784
3239.056581,-0.012187,-0.023042
3240.920249,-0.011947,-0.023006
3242.783918,-0.011581,-0.023156
3244.647587,-0.011828,-0.023809
3246.511256,-0.012105,-0.024626
3248.374925,-0.012609,-0.02568
3250.238594,-0.012848,-0.026111
3252.102263,-0.012987,-0.026116
3253.965932,-0.011882,-0.024971
3255.829601,-0.01117,-0.024673
3257.69327,-0.011315,-0.024999
3259.556939,-0.012163,-0.025863
3261.420608,-0.012594,-0.026529
3263.284276,-0.011982,-0.025924
3265.147945,-0.011872,-0.025801
3267.011614,-0.011714,-0.026072
3268.875283,-0.011373,-0.026168
3270.738952,-0.011449,-0.026035
3272.602621,-0.010484,-0.024853
3274.46629,-0.010456,-0.024888
3276.329959,-0.011016,-0.026045
3278.193628,-0.011848,-0.027456
3280.057297,-0.012194,-0.027748
3281.920966,-0.012005,-0.027223
3283.784635,-0.011427,-0.026594
3285.648304,-0.011829,-0.027549
3287.511972,-0.012444,-0.028768
3289.375641,-0.012817,-0.029093
3291.23931,-0.012474,-0.028477
3293.102979,-0.012511,-0.02869
3294.966648,-0.013185,-0.029459
3296.830317,-0.014767,-0.030796
3298.693986,-0.015038,-0.031045
3300.557655,-0.014595,-0.03034
3302.421324,-0.01427,-0.030186
3304.284993,-0.01416,-0.030887
3306.148662,-0.013748,-0.03072
3308.012331,-0.012771,-0.029486
3309.875999,-0.012494,-0.029117
3311.739668,-0.013876,-0.030496
3313.603337,-0.014289,-0.031056
3315.467006,-0.014309,-0.031441
3317.330675,-0.014724,-0.032154
3319.194344,-0.015788,-0.032541
3321.058013,-0.016717,-0.033198
3322.921682,-0.017186,-0.034356
3324.785351,-0.017062,-0.034078
3326.64902,-0.017022,-0.033455
3328.512689,-0.017505,-0.033823
3330.376358,-0.018309,-0.034673
3332.240026,-0.018695,-0.03538
3334.103695,-0.019186,-0.036329
3335.967364,-0.018713,-0.035939
3337.831033,-0.019332,-0.036273
3339.694702,-0.020193,-0.037094
3341.558371,-0.020954,-0.03766
3343.42204,-0.020674,-0.036966
3345.285709,-0.020276,-0.036584
3347.149378,-0.02018,-0.037219
3349.013047,-0.019592,-0.037353
3350.876716,-0.019572,-0.037356
3352.740385,-0.019218,-0.036794
3354.604053,-0.018736,-0.036035
3356.467722,-0.01944,-0.036581
3358.331391,-0.020108,-0.037297
3360.19506,-0.020651,-0.038039
3362.058729,-0.02058,-0.038216
3363.922398,-0.020786,-0.038715
3365.786067,-0.020857,-0.038872
3367.649736,-0.021276,-0.038693
3369.513405,-0.022434,-0.039136
3371.377074,-0.023827,-0.040097
3373.240743,-0.024684,-0.041315
3375.104412,-0.024388,-0.041874
3376.968081,-0.023578,-0.041522
3378.831749,-0.023387,-0.041329
3380.695418,-0.023655,-0.041603
3382.559087,-0.025268,-0.043227
3384.422756,-0.025063,-0.042677
3386.286425,-0.02506,-0.04194
3388.150094,-0.025214,-0.042223
3390.013763,-0.02396,-0.041823
3391.877432,-0.023251,-0.041411
3393.741101,-0.023249,-0.04128
3395.60477,-0.023918,-0.042458
3397.468439,-0.024218,-0.042739
3399.332108,-0.025239,-0.042555
3401.195776,-0.026167,-0.042404
3403.059445,-0.025325,-0.041285
3404.923114,-0.026453,-0.042859
3406.786783,-0.027756,-0.044989
3408.650452,-0.028,-0.045207
3410.514121,-0.027099,-0.04385
3412.37779,-0.026755,-0.043364
3414.241459,-0.027924,-0.044764
3416.105128,-0.028413,-0.046165
3417.968797,-0.027347,-0.045646
3419.832466,-0.025914,-0.043756
3421.696135,-0.025397,-0.042746
3423.559803,-0.027755,-0.045134
3425.423472,-0.029117,-0.046963
3427.287141,-0.028897,-0.047531
3429.15081,-0.029019,-0.047476
3431.014479,-0.029483,-0.046695
3432.878148,-0.029276,-0.045912
3434.741817,-0.029514,-0.045895
3436.605486,-0.029999,-0.045842
3438.469155,-0.028859,-0.04428
3440.332824,-0.027581,-0.043319
3442.196493,-0.026078,-0.042671
3444.060162,-0.025081,-0.042367
3445.923831,-0.024137,-0.041604
3447.787499,-0.023844,-0.041075
3449.651168,-0.027917,-0.044449
3451.514837,-0.031594,-0.047367
3453.378506,-0.032454,-0.048044
3455.242175,-0.031963,-0.048037
3457.105844,-0.031013,-0.047291
3458.969513,-0.030657,-0.046573
3460.833182,-0.030407,-0.04659
3462.696851,-0.030707,-0.047082
3464.56052,-0.032632,-0.048316
3466.424189,-0.033524,-0.048954
3468.287858,-0.034527,-0.049358
3470.151526,-0.035322,-0.049226
3472.015195,-0.034796,-0.048943
3473.878864,-0.03373,-0.048335
3475.742533,-0.033905,-0.048022
3477.606202,-0.033863,-0.047956
3479.469871,-0.032411,-0.046643
3481.33354,-0.031323,-0.045018
3483.197209,-0.030896,-0.043991
3485.060878,-0.031776,-0.04529
3486.924547,-0.033165,-0.047366
3488.788216,-0.034129,-0.048339
3490.651885,-0.035627,-0.049469
3492.515553,-0.035296,-0.04935
3494.379222,-0.034914,-0.049478
3496.242891,-0.035619,-0.050462
3498.10656,-0.035258,-0.049768
3499.970229,-0.033723,-0.047284
3501.833898,-0.030592,-0.043724
3503.697567,-0.028641,-0.041956
3505.561236,-0.031978,-0.045334
3507.424905,-0.03506,-0.047657
3509.288574,-0.033988,-0.046113
3511.152243,-0.033938,-0.046438
3513.015912,-0.038345,-0.051058
3514.87958,-0.040325,-0.052915
3516.743249,-0.038623,-0.051523
3518.606918,-0.035201,-0.049168
3520.470587,-0.032349,-0.046301
3522.334256,-0.028695,-0.041637
3524.197925,-0.025596,-0.038313
3526.061594,-0.026598,-0.039395
3527.925263,-0.027299,-0.039786
3529.788932,-0.029539,-0.041908
3531.652601,-0.034591,-0.047407
3533.51627,-0.036965,-0.049749
3535.379939,-0.035595,-0.047735
3537.243608,-0.035028,-0.04739
3539.107276,-0.037196,-0.050095
3540.970945,-0.037305,-0.050054
3542.834614,-0.032428,-0.04499
3544.698283,-0.024863,-0.037642
3546.561952,-0.021927,-0.034267
3548.425621,-0.028804,-0.04084
3550.28929,-0.034808,-0.047195
3552.152959,-0.032816,-0.045782
3554.016628,-0.032897,-0.046454
3555.880297,-0.036352,-0.049874
3557.743966,-0.03673,-0.050033
3559.607635,-0.032816,-0.045614
3561.471303,-0.02855,-0.041222
3563.334972,-0.023127,-0.036255
3565.198641,-0.011076,-0.024227
3567.06231,-0.000719,-0.013594
3568.925979,-0.010347,-0.023178
3570.789648,-0.028479,-0.04184
3572.653317,-0.036353,-0.049906
3574.516986,-0.036479,-0.049832
3576.380655,-0.036534,-0.049836
3578.244324,-0.036632,-0.049588
3580.107993,-0.035983,-0.048502
3581.971662,-0.034329,-0.046617
3583.83533,-0.030437,-0.042153
3585.698999,-0.020541,-0.032428
3587.562668,-0.009148,-0.021843
3589.426337,-0.016059,-0.029016
3591.290006,-0.029247,-0.042152
3593.153675,-0.028182,-0.041409
3595.017344,-0.022724,-0.036202
3596.881013,-0.024124,-0.037491
3598.744682,-0.028147,-0.040958
3600.608351,-0.029033,-0.041768
3602.47202,-0.030691,-0.04391
3604.335689,-0.032264,-0.045935
3606.199358,-0.025364,-0.039333
3608.063026,-0.014398,-0.027656
3609.926695,-0.01402,-0.026287
3611.790364,-0.017258,-0.029936
3613.654033,-0.013562,-0.026577
3615.517702,-0.014125,-0.026988
3617.381371,-0.014878,-0.027927
3619.24504,-0.011161,-0.024715
3621.108709,-0.018081,-0.032387
3622.972378,-0.029995,-0.044338
3624.836047,-0.031864,-0.045346
3626.699716,-0.020783,-0.033871
3628.563385,-0.00263,-0.015509
3630.427053,-0.006702,-0.019241
3632.290722,-0.026056,-0.038742
3634.154391,-0.033728,-0.046229
3636.01806,-0.038661,-0.050935
3637.881729,-0.04153,-0.053797
3639.745398,-0.039641,-0.052383
3641.609067,-0.036209,-0.048956
3643.472736,-0.032328,-0.044926
3645.336405,-0.022381,-0.035289
3647.200074,-0.000219,-0.012893
3649.063743,0.01583,0.003218
3650.927412,0.004585,-0.009076
3652.79108,-0.020616,-0.034622
3654.654749,-0.032488,-0.045638
3656.518418,-0.029526,-0.042138
3658.382087,-0.033764,-0.046677
3660.245756,-0.042165,-0.0554
3662.109425,-0.044597,-0.05772
3663.973094,-0.043505,-0.056135
3665.836763,-0.039719,-0.052025
3667.700432,-0.029568,-0.041958
3669.564101,-0.010568,-0.023783
3671.42777,-0.005981,-0.019761
3673.291439,-0.014244,-0.027392
3675.155107,-0.003029,-0.015696
3677.018776,-0.004301,-0.018228
3678.882445,-0.026291,-0.040351
3680.746114,-0.037362,-0.050874
3682.609783,-0.041455,-0.055194
3684.473452,-0.040626,-0.053955
