ABS,120hQC,120hQCOA,120hQCCALB,120hOACALB,120hS1,120hS2
2385.496216,-0.001336,-0.022591,-0.028602,-0.027137,-0.026995,-0.027083
2387.359885,-0.002261,-0.023725,-0.030021,-0.028516,-0.029073,-0.028678
2389.223554,-0.002965,-0.02456,-0.030896,-0.029033,-0.029972,-0.029414
2391.087223,-0.003861,-0.025265,-0.031574,-0.029824,-0.030393,-0.030013
2392.950891,-0.003938,-0.025249,-0.031497,-0.030437,-0.030374,-0.030321
2394.81456,-0.004122,-0.025584,-0.032272,-0.030935,-0.030961,-0.030641
2396.678229,-0.004565,-0.025848,-0.03304,-0.031191,-0.031504,-0.030995
2398.541898,-0.004925,-0.025957,-0.032675,-0.031281,-0.031535,-0.031318
2400.405567,-0.004253,-0.025297,-0.03183,-0.030341,-0.03096,-0.030957
2402.269236,-0.004228,-0.02545,-0.032065,-0.030354,-0.031119,-0.031097
2404.132905,-0.004119,-0.025993,-0.032621,-0.030988,-0.031154,-0.031455
2405.996574,-0.003661,-0.025779,-0.032688,-0.030714,-0.03071,-0.030865
2407.860243,-0.002802,-0.024487,-0.031504,-0.029554,-0.03005,-0.029875
2409.723912,-0.004127,-0.025503,-0.03236,-0.030872,-0.031238,-0.030862
2411.587581,-0.003887,-0.025302,-0.032392,-0.030829,-0.031092,-0.030663
2413.45125,-0.002932,-0.02441,-0.031763,-0.029951,-0.030414,-0.029813
2415.314919,-0.001808,-0.023199,-0.030461,-0.028998,-0.029346,-0.028964
2417.178587,-0.002899,-0.02389,-0.030998,-0.029636,-0.030147,-0.029502
2419.042256,-0.003382,-0.024126,-0.031552,-0.029842,-0.030634,-0.029939
2420.905925,-0.003639,-0.024264,-0.031923,-0.029906,-0.030653,-0.030361
2422.769594,-0.002967,-0.023935,-0.031503,-0.029769,-0.030485,-0.030068
2424.633263,-0.002992,-0.024493,-0.031644,-0.030177,-0.030418,-0.030205
2426.496932,-0.003326,-0.024818,-0.031769,-0.030406,-0.030374,-0.03031
2428.360601,-0.00493,-0.025981,-0.033036,-0.031651,-0.032024,-0.031696
2430.22427,-0.004576,-0.025466,-0.033127,-0.031231,-0.031698,-0.031631
2432.087939,-0.003955,-0.024821,-0.032979,-0.030692,-0.031126,-0.030938
2433.951608,-0.004236,-0.025147,-0.033072,-0.031095,-0.031114,-0.03141
2435.815277,-0.005869,-0.026871,-0.034405,-0.032548,-0.032488,-0.033368
2437.678946,-0.006062,-0.026901,-0.034463,-0.03287,-0.032716,-0.033271
2439.542614,-0.005641,-0.026066,-0.034046,-0.03215,-0.032261,-0.032072
2441.406283,-0.004892,-0.025602,-0.033956,-0.031718,-0.032061,-0.031658
2443.269952,-0.00481,-0.026104,-0.033754,-0.031942,-0.032253,-0.032142
2445.133621,-0.00408,-0.02548,-0.033193,-0.03131,-0.031702,-0.031886
2446.99729,-0.004473,-0.024886,-0.033385,-0.031472,-0.031785,-0.031864
2448.860959,-0.004008,-0.024146,-0.032658,-0.031068,-0.030892,-0.031052
2450.724628,-0.003748,-0.024124,-0.032527,-0.0311,-0.030431,-0.030944
2452.588297,-0.003031,-0.023476,-0.032077,-0.030352,-0.030094,-0.03021
2454.451966,-0.003224,-0.023608,-0.031849,-0.029981,-0.030355,-0.029942
2456.315635,-0.003047,-0.023461,-0.031652,-0.029723,-0.0301,-0.029553
2458.179304,-0.003312,-0.023788,-0.032,-0.030117,-0.030507,-0.029816
2460.042973,-0.003283,-0.02349,-0.031993,-0.029953,-0.030275,-0.030058
2461.906641,-0.003893,-0.023808,-0.032328,-0.030615,-0.03053,-0.03031
2463.77031,-0.003156,-0.023319,-0.03165,-0.030476,-0.029829,-0.029315
2465.633979,-0.003199,-0.023519,-0.031431,-0.030195,-0.02976,-0.029117
2467.497648,-0.003503,-0.023499,-0.031879,-0.030075,-0.030419,-0.029969
2469.361317,-0.003218,-0.022916,-0.032143,-0.02995,-0.030334,-0.030135
2471.224986,-0.00202,-0.021955,-0.031111,-0.029062,-0.029278,-0.028999
2473.088655,-0.002923,-0.023027,-0.032091,-0.02974,-0.030245,-0.02974
2474.952324,-0.002831,-0.02288,-0.032099,-0.02946,-0.030027,-0.02957
2476.815993,-0.003797,-0.023218,-0.032479,-0.030003,-0.030174,-0.029845
2478.679662,-0.003997,-0.023311,-0.032759,-0.030476,-0.030157,-0.029997
2480.543331,-0.004573,-0.024327,-0.033725,-0.031714,-0.031045,-0.030957
2482.407,-0.005004,-0.024824,-0.034165,-0.032229,-0.031412,-0.031984
2484.270669,-0.004913,-0.024312,-0.033849,-0.031742,-0.031601,-0.031697
2486.134337,-0.003411,-0.02255,-0.032474,-0.029979,-0.030256,-0.029258
2487.998006,-0.003872,-0.02307,-0.032832,-0.02985,-0.030284,-0.029544
2489.861675,-0.003779,-0.023152,-0.033127,-0.030226,-0.030461,-0.03011
2491.725344,-0.003012,-0.022303,-0.032207,-0.029393,-0.029868,-0.029196
2493.589013,-0.00177,-0.020781,-0.03108,-0.027827,-0.028206,-0.027849
2495.452682,-0.001751,-0.020704,-0.031825,-0.028188,-0.028487,-0.028341
2497.316351,-0.002272,-0.020901,-0.032973,-0.028868,-0.029153,-0.028723
